EmployeeNumber,Gender,Hourly Rate,JobRole,JobRole_lower,New_job_role,JobSatisfaction,JobSatisfaction_new,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsSinceLastPromotion,Job_role_first,upper_job,M or F,Job_id
1001,Female,37,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,9,No,14,3,2,Lab,LAB,F,LAB1001F
1002,Male,42,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,Yes,15,3,0,Lab,LAB,M,LAB1002M
1003,Female,83,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,17,3,0,Sal,SAL,F,SAL1003F
1004,Female,48,Research Scientist,research scientist,Research Scientist,3,7.5,4,Yes,11,3,0,Res,RES,F,RES1004F
1005,Male,95,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,3,Yes,18,3,1,Man,MAN,M,MAN1005M
1006,Male,66,Research Scientist,research scientist,Research Scientist,3,7.5,0,No,17,3,0,Res,RES,M,RES1006M
1007,Male,75,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,6,No,13,3,0,Man,MAN,M,MAN1007M
1009,Female,41,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,1,No,15,3,3,Man,MAN,F,MAN1009F
1010,Male,39,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,Yes,24,4,0,Lab,LAB,M,LAB1010M
1011,Female,96,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,1,No,12,3,0,Man,MAN,F,MAN1011F
1012,Male,73,Research Scientist,research scientist,Research Scientist,4,10,1,No,15,3,0,Res,RES,M,RES1012M
1013,Female,56,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,8,No,11,3,0,Man,MAN,F,MAN1013F
1014,Female,57,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,Yes,11,3,10,Hea,HEA,F,HEA1014F
1015,Female,73,Research Director,research director,Research Leader,1,2.5,0,Yes,12,3,1,Res,RES,F,RES1015F
1016,Female,98,Research Scientist,research scientist,Research Scientist,1,2.5,1,Yes,15,3,0,Res,RES,F,RES1016F
1017,Female,60,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,0,No,17,3,1,Lab,LAB,F,LAB1017F
1018,Male,32,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,No,12,3,1,Man,MAN,M,MAN1018M
1019,Male,94,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,15,3,1,Lab,LAB,M,LAB1019M
1022,Male,97,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,2,No,13,3,2,Hea,HEA,M,HEA1022M
1024,Male,78,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,7,No,14,3,4,Hea,HEA,M,HEA1024M
1025,Female,42,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,6,No,14,3,2,Man,MAN,F,MAN1025F
1026,Female,65,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,No,16,3,11,Man,MAN,F,MAN1026F
1027,Female,47,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,0,No,18,3,2,Man,MAN,F,MAN1027F
1028,Male,45,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,20,4,1,Lab,LAB,M,LAB1028M
1029,Male,90,Manager,manager,Manager,3,7.5,6,No,13,3,0,Man,MAN,M,MAN1029M
1030,Male,64,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,4,No,18,3,0,Lab,LAB,M,LAB1030M
1032,Female,69,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,3,Yes,13,3,4,Man,MAN,F,MAN1032F
1033,Female,61,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,5,No,15,3,0,Hea,HEA,F,HEA1033F
1034,Male,62,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,3,Yes,14,3,6,Hea,HEA,M,HEA1034M
1035,Female,55,Research Director,research director,Research Leader,3,7.5,1,No,22,4,5,Res,RES,F,RES1035F
1036,Male,42,Sales Executive,sales executive,Sales Executive,4,10,8,Yes,12,3,0,Sal,SAL,M,SAL1036M
1037,Male,79,Sales Executive,sales executive,Sales Executive,1,2.5,8,No,18,3,2,Sal,SAL,M,SAL1037M
1038,Female,57,Manager,manager,Manager,4,10,1,No,15,3,6,Man,MAN,F,MAN1038F
1039,Female,53,Sales Executive,sales executive,Sales Executive,4,10,3,Yes,18,3,11,Sal,SAL,F,SAL1039F
1040,Female,95,Sales Executive,sales executive,Sales Executive,3,7.5,0,No,12,3,0,Sal,SAL,F,SAL1040F
1042,Female,43,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,16,3,15,Lab,LAB,F,LAB1042F
1043,Female,82,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,1,Yes,13,3,2,Man,MAN,F,MAN1043F
1044,Female,88,Sales Representative,sales representative,Sales Representative,4,10,0,No,19,3,2,Sal,SAL,F,SAL1044F
1045,Female,90,Manager,manager,Manager,4,10,3,No,13,3,1,Man,MAN,F,MAN1045F
1046,Female,69,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,9,No,12,3,7,Lab,LAB,F,LAB1046F
1047,Male,75,Sales Executive,sales executive,Sales Executive,4,10,0,No,11,3,0,Sal,SAL,M,SAL1047M
1048,Male,66,Manager,manager,Manager,4,10,3,Yes,14,3,0,Man,MAN,M,MAN1048M
1049,Male,36,Human Resources,human resources,Human Resources,2,5,1,No,16,3,0,Hum,HUM,M,HUM1049M
1050,Female,38,Sales Executive,sales executive,Sales Executive,2,5,2,No,12,3,6,Sal,SAL,F,SAL1050F
1052,Male,81,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,7,No,14,3,0,Lab,LAB,M,LAB1052M
1053,Male,57,Research Scientist,research scientist,Research Scientist,1,2.5,6,Yes,14,3,1,Res,RES,M,RES1053M
1055,Female,87,Sales Representative,sales representative,Sales Representative,3,7.5,1,Yes,19,3,0,Sal,SAL,F,SAL1055F
1056,Male,74,Sales Representative,sales representative,Sales Representative,2,5,1,No,22,4,0,Sal,SAL,M,SAL1056M
1060,Male,44,Research Scientist,research scientist,Research Scientist,3,7.5,3,No,16,3,2,Res,RES,M,RES1060M
1061,Male,62,Research Director,research director,Research Leader,3,7.5,2,Yes,11,3,7,Res,RES,M,RES1061M
1062,Female,35,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,3,No,15,3,0,Hea,HEA,F,HEA1062F
1066,Male,74,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,14,3,7,Sal,SAL,M,SAL1066M
1068,Female,66,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,13,3,1,Res,RES,F,RES1068F
1069,Male,40,Research Director,research director,Research Leader,4,10,9,No,17,3,2,Res,RES,M,RES1069M
1070,Female,41,Sales Executive,sales executive,Sales Executive,3,7.5,6,No,11,3,7,Sal,SAL,F,SAL1070F
1071,Female,63,Research Scientist,research scientist,Research Scientist,3,7.5,2,No,19,3,0,Res,RES,F,RES1071F
1073,Female,51,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,0,No,11,3,7,Man,MAN,F,MAN1073F
1074,Male,40,Manager,manager,Manager,1,2.5,7,No,15,3,6,Man,MAN,M,MAN1074M
1076,Male,79,Sales Executive,sales executive,Sales Executive,4,10,5,No,13,3,0,Sal,SAL,M,SAL1076M
1077,Female,54,Sales Representative,sales representative,Sales Representative,4,10,1,Yes,14,3,0,Sal,SAL,F,SAL1077F
1079,Female,36,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,13,3,1,Lab,LAB,F,LAB1079F
1080,Female,74,Research Scientist,research scientist,Research Scientist,1,2.5,8,Yes,23,4,1,Res,RES,F,RES1080F
1081,Male,34,Research Scientist,research scientist,Research Scientist,3,7.5,9,Yes,12,3,2,Res,RES,M,RES1081M
1082,Male,72,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,1,No,12,3,1,Hea,HEA,M,HEA1082M
1083,Male,59,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,16,3,1,Lab,LAB,M,LAB1083M
1084,Male,85,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,0,No,15,3,0,Man,MAN,M,MAN1084M
1085,Female,43,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,13,3,0,Res,RES,F,RES1085F
1088,Female,65,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,0,No,18,3,1,Hea,HEA,F,HEA1088F
1092,Male,61,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,4,No,20,4,11,Hea,HEA,M,HEA1092M
1094,Male,87,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,19,3,1,Lab,LAB,M,LAB1094M
1096,Male,65,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,3,No,18,3,1,Man,MAN,M,MAN1096M
1097,Female,59,Research Scientist,research scientist,Research Scientist,3,7.5,3,No,13,3,1,Res,RES,F,RES1097F
1098,Male,91,Human Resources,human resources,Human Resources,1,2.5,9,No,14,3,3,Hum,HUM,M,HUM1098M
1099,Male,34,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,4,No,15,3,1,Hea,HEA,M,HEA1099M
1100,Male,86,Sales Executive,sales executive,Sales Executive,1,2.5,0,Yes,22,4,4,Sal,SAL,M,SAL1100M
1101,Female,54,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,22,4,3,Res,RES,F,RES1101F
1102,Male,50,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,16,3,2,Lab,LAB,M,LAB1102M
1103,Male,45,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,0,No,17,3,0,Hea,HEA,M,HEA1103M
1105,Female,88,Sales Executive,sales executive,Sales Executive,4,10,2,Yes,14,3,0,Sal,SAL,F,SAL1105F
1106,Male,32,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,Yes,15,3,5,Lab,LAB,M,LAB1106M
1107,Male,37,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,20,4,0,Lab,LAB,M,LAB1107M
1108,Male,55,Research Scientist,research scientist,Research Scientist,2,5,4,Yes,20,4,2,Res,RES,M,RES1108M
1109,Male,35,Manager,manager,Manager,1,2.5,0,No,17,3,13,Man,MAN,M,MAN1109M
1111,Male,45,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,15,3,0,Lab,LAB,M,LAB1111M
1113,Male,81,Sales Executive,sales executive,Sales Executive,3,7.5,3,Yes,14,3,0,Sal,SAL,M,SAL1113M
1114,Female,30,Sales Executive,sales executive,Sales Executive,2,5,0,No,17,3,0,Sal,SAL,F,SAL1114F
1115,Male,40,Research Scientist,research scientist,Research Scientist,4,10,3,No,17,3,0,Res,RES,M,RES1115M
1116,Male,35,Manager,manager,Manager,4,10,2,No,22,4,2,Man,MAN,M,MAN1116M
1117,Female,65,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,13,3,4,Sal,SAL,F,SAL1117F
1118,Male,87,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,7,No,19,3,4,Hea,HEA,M,HEA1118M
1119,Male,73,Sales Executive,sales executive,Sales Executive,3,7.5,0,Yes,14,3,2,Sal,SAL,M,SAL1119M
1120,Female,93,Research Scientist,research scientist,Research Scientist,4,10,4,No,22,4,1,Res,RES,F,RES1120F
1121,Female,93,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,0,No,17,3,1,Man,MAN,F,MAN1121F
1124,Male,52,Manager,manager,Manager,3,7.5,3,No,12,3,4,Man,MAN,M,MAN1124M
1125,Male,32,Sales Executive,sales executive,Sales Executive,2,5,7,No,16,3,0,Sal,SAL,M,SAL1125M
1126,Female,83,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,8,No,11,3,0,Man,MAN,F,MAN1126F
1127,Male,84,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,7,No,11,3,11,Hea,HEA,M,HEA1127M
1128,Male,44,Research Director,research director,Research Leader,3,7.5,1,No,14,3,4,Res,RES,M,RES1128M
1131,Female,70,Research Scientist,research scientist,Research Scientist,2,5,1,Yes,11,3,2,Res,RES,F,RES1131F
1132,Male,70,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,9,No,15,3,0,Lab,LAB,M,LAB1132M
1133,Male,78,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,2,No,20,4,0,Man,MAN,M,MAN1133M
1135,Male,67,Sales Representative,sales representative,Sales Representative,4,10,0,No,12,3,2,Sal,SAL,M,SAL1135M
1136,Male,67,Research Scientist,research scientist,Research Scientist,2,5,0,No,17,3,0,Res,RES,M,RES1136M
1137,Male,54,Sales Executive,sales executive,Sales Executive,4,10,1,No,11,3,0,Sal,SAL,M,SAL1137M
1138,Male,56,Sales Executive,sales executive,Sales Executive,2,5,6,No,17,3,2,Sal,SAL,M,SAL1138M
1140,Male,95,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,2,No,11,3,0,Man,MAN,M,MAN1140M
1143,Female,61,Research Scientist,research scientist,Research Scientist,2,5,0,No,14,3,1,Res,RES,F,RES1143F
1148,Male,56,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,4,No,19,3,0,Lab,LAB,M,LAB1148M
1150,Male,79,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,Yes,15,3,1,Man,MAN,M,MAN1150M
1152,Male,37,Human Resources,human resources,Human Resources,3,7.5,1,No,13,3,5,Hum,HUM,M,HUM1152M
1154,Male,39,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,14,3,0,Res,RES,M,RES1154M
1156,Male,80,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,12,3,0,Lab,LAB,M,LAB1156M
1157,Female,77,Sales Executive,sales executive,Sales Executive,1,2.5,0,Yes,17,3,0,Sal,SAL,F,SAL1157F
1158,Male,46,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,3,Yes,11,3,0,Lab,LAB,M,LAB1158M
1160,Male,72,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,12,3,2,Lab,LAB,M,LAB1160M
1161,Female,52,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,7,No,13,3,1,Hea,HEA,F,HEA1161F
1162,Male,55,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,13,3,2,Res,RES,M,RES1162M
1163,Female,70,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,20,4,1,Sal,SAL,F,SAL1163F
1164,Male,100,Human Resources,human resources,Human Resources,3,7.5,1,No,17,3,1,Hum,HUM,M,HUM1164M
1165,Female,45,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,13,3,3,Sal,SAL,F,SAL1165F
1166,Female,88,Research Director,research director,Research Leader,3,7.5,9,No,17,3,2,Res,RES,F,RES1166F
1167,Male,44,Sales Executive,sales executive,Sales Executive,1,2.5,0,Yes,12,3,13,Sal,SAL,M,SAL1167M
1171,Male,45,Sales Executive,sales executive,Sales Executive,1,2.5,7,No,13,3,1,Sal,SAL,M,SAL1171M
1172,Male,58,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,6,No,12,3,1,Lab,LAB,M,LAB1172M
1173,Male,49,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,8,No,22,4,1,Lab,LAB,M,LAB1173M
1175,Female,79,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,Yes,11,3,0,Lab,LAB,F,LAB1175F
1177,Male,82,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,22,4,0,Lab,LAB,M,LAB1177M
1179,Male,72,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,18,3,1,Sal,SAL,M,SAL1179M
1180,Female,92,Research Scientist,research scientist,Research Scientist,4,10,3,Yes,13,3,0,Res,RES,F,RES1180F
1182,Male,44,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,2,No,18,3,6,Man,MAN,M,MAN1182M
1184,Male,97,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,0,No,20,4,4,Hea,HEA,M,HEA1184M
1185,Male,47,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,13,3,2,Lab,LAB,M,LAB1185M
1188,Female,85,Sales Executive,sales executive,Sales Executive,3,7.5,8,No,13,3,1,Sal,SAL,F,SAL1188F
1190,Female,76,Sales Representative,sales representative,Sales Representative,1,2.5,1,No,12,3,0,Sal,SAL,F,SAL1190F
1191,Female,92,Manager,manager,Manager,1,2.5,4,No,13,3,4,Man,MAN,F,MAN1191F
1192,Female,54,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,13,3,0,Lab,LAB,F,LAB1192F
1193,Male,54,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,25,4,0,Res,RES,M,RES1193M
1195,Female,83,Research Scientist,research scientist,Research Scientist,3,7.5,4,Yes,19,3,0,Res,RES,F,RES1195F
1196,Female,56,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,No,13,3,3,Man,MAN,F,MAN1196F
1198,Male,87,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,12,3,1,Lab,LAB,M,LAB1198M
1200,Male,96,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,11,3,0,Res,RES,M,RES1200M
1201,Female,50,Manager,manager,Manager,3,7.5,3,No,18,3,4,Man,MAN,F,MAN1201F
1202,Female,69,Research Scientist,research scientist,Research Scientist,4,10,0,Yes,18,3,1,Res,RES,F,RES1202F
1203,Male,48,Research Scientist,research scientist,Research Scientist,4,10,0,Yes,11,3,0,Res,RES,M,RES1203M
1204,Female,69,Manager,manager,Manager,1,2.5,8,No,23,4,15,Man,MAN,F,MAN1204F
1206,Male,74,Research Scientist,research scientist,Research Scientist,3,7.5,2,No,13,3,0,Res,RES,M,RES1206M
1207,Male,99,Human Resources,human resources,Human Resources,3,7.5,1,No,13,3,1,Hum,HUM,M,HUM1207M
1210,Male,95,Research Scientist,research scientist,Research Scientist,1,2.5,6,No,17,3,0,Res,RES,M,RES1210M
1211,Male,61,Sales Executive,sales executive,Sales Executive,1,2.5,8,No,19,3,0,Sal,SAL,M,SAL1211M
1212,Male,62,Sales Executive,sales executive,Sales Executive,2,5,5,No,12,3,0,Sal,SAL,M,SAL1212M
1215,Female,30,Manager,manager,Manager,1,2.5,2,No,22,4,2,Man,MAN,F,MAN1215F
1216,Male,78,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,12,3,3,Lab,LAB,M,LAB1216M
1217,Male,52,Research Director,research director,Research Leader,2,5,5,No,11,3,0,Res,RES,M,RES1217M
1218,Male,94,Sales Executive,sales executive,Sales Executive,1,2.5,3,Yes,15,3,1,Sal,SAL,M,SAL1218M
1219,Female,97,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,13,3,0,Lab,LAB,F,LAB1219F
1220,Female,82,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,12,3,0,Sal,SAL,F,SAL1220F
1221,Male,60,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,14,3,1,Lab,LAB,M,LAB1221M
1224,Male,49,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,13,3,8,Lab,LAB,M,LAB1224M
1225,Male,32,Research Scientist,research scientist,Research Scientist,4,10,1,No,25,4,13,Res,RES,M,RES1225M
1226,Male,43,Sales Representative,sales representative,Sales Representative,4,10,1,No,17,3,2,Sal,SAL,M,SAL1226M
1228,Male,60,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,2,No,11,3,1,Man,MAN,M,MAN1228M
1231,Male,79,Human Resources,human resources,Human Resources,1,2.5,7,No,16,3,0,Hum,HUM,M,HUM1231M
1233,Male,52,Sales Executive,sales executive,Sales Executive,4,10,0,Yes,18,3,1,Sal,SAL,M,SAL1233M
1234,Female,77,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,20,4,2,Lab,LAB,F,LAB1234F
1235,Female,38,Research Scientist,research scientist,Research Scientist,3,7.5,4,Yes,14,3,0,Res,RES,F,RES1235F
1237,Female,77,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,2,Yes,21,4,7,Man,MAN,F,MAN1237F
1238,Male,60,Research Scientist,research scientist,Research Scientist,4,10,0,No,13,3,4,Res,RES,M,RES1238M
1239,Female,84,Sales Executive,sales executive,Sales Executive,2,5,7,No,12,3,1,Sal,SAL,F,SAL1239F
1240,Male,57,Sales Executive,sales executive,Sales Executive,4,10,0,No,14,3,1,Sal,SAL,M,SAL1240M
1241,Male,63,Research Scientist,research scientist,Research Scientist,2,5,0,Yes,21,4,5,Res,RES,M,RES1241M
1242,Female,60,Research Director,research director,Research Leader,1,2.5,3,Yes,17,3,0,Res,RES,F,RES1242F
1243,Female,78,Sales Executive,sales executive,Sales Executive,4,10,4,Yes,11,3,4,Sal,SAL,F,SAL1243F
1244,Male,42,Research Scientist,research scientist,Research Scientist,1,2.5,1,Yes,14,3,6,Res,RES,M,RES1244M
1245,Female,53,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,7,No,17,3,1,Man,MAN,F,MAN1245F
1246,Female,72,Research Scientist,research scientist,Research Scientist,4,10,1,No,13,3,7,Res,RES,F,RES1246F
1248,Female,96,Research Scientist,research scientist,Research Scientist,2,5,1,Yes,25,4,0,Res,RES,F,RES1248F
1249,Female,97,Research Scientist,research scientist,Research Scientist,4,10,1,No,15,3,1,Res,RES,F,RES1249F
1250,Male,85,Research Director,research director,Research Leader,4,10,3,No,14,3,0,Res,RES,M,RES1250M
1251,Male,80,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,1,Yes,12,3,0,Hea,HEA,M,HEA1251M
1252,Female,96,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,1,No,19,3,1,Hea,HEA,F,HEA1252F
1254,Female,48,Sales Executive,sales executive,Sales Executive,4,10,5,No,17,3,0,Sal,SAL,F,SAL1254F
1255,Male,96,Research Director,research director,Research Leader,4,10,3,No,14,3,0,Res,RES,M,RES1255M
1256,Male,85,Manager,manager,Manager,3,7.5,2,No,13,3,0,Man,MAN,M,MAN1256M
1257,Male,46,Research Scientist,research scientist,Research Scientist,2,5,1,No,12,3,0,Res,RES,M,RES1257M
1258,Male,76,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,5,No,11,3,0,Lab,LAB,M,LAB1258M
1259,Male,76,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,11,3,0,Res,RES,M,RES1259M
1260,Male,82,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,1,Yes,11,3,1,Hea,HEA,M,HEA1260M
1263,Male,76,Research Director,research director,Research Leader,4,10,6,No,12,3,0,Res,RES,M,RES1263M
1264,Female,87,Research Director,research director,Research Leader,4,10,3,No,14,3,1,Res,RES,F,RES1264F
1265,Female,89,Research Scientist,research scientist,Research Scientist,3,7.5,0,No,17,3,0,Res,RES,F,RES1265F
1267,Male,88,Manager,manager,Manager,2,5,7,No,11,3,3,Man,MAN,M,MAN1267M
1268,Male,82,Sales Executive,sales executive,Sales Executive,3,7.5,0,Yes,14,3,0,Sal,SAL,M,SAL1268M
1269,Female,57,Research Scientist,research scientist,Research Scientist,4,10,1,Yes,12,3,0,Res,RES,F,RES1269F
1270,Male,47,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,22,4,0,Res,RES,M,RES1270M
1273,Male,73,Sales Representative,sales representative,Sales Representative,4,10,1,Yes,14,3,1,Sal,SAL,M,SAL1273M
1275,Male,53,Research Scientist,research scientist,Research Scientist,4,10,1,Yes,20,4,2,Res,RES,M,RES1275M
1277,Female,94,Manager,manager,Manager,2,5,2,Yes,16,3,1,Man,MAN,F,MAN1277F
1278,Male,37,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,1,Yes,15,3,15,Hea,HEA,M,HEA1278M
1279,Female,45,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,20,4,2,Lab,LAB,F,LAB1279F
1280,Female,33,Manager,manager,Manager,2,5,2,No,14,3,0,Man,MAN,F,MAN1280F
1281,Female,86,Sales Executive,sales executive,Sales Executive,1,2.5,0,Yes,12,3,0,Sal,SAL,F,SAL1281F
1282,Male,83,Manager,manager,Manager,2,5,4,Yes,24,4,11,Man,MAN,M,MAN1282M
1283,Male,67,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,6,No,12,3,5,Man,MAN,M,MAN1283M
1285,Female,46,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,4,No,13,3,5,Lab,LAB,F,LAB1285F
1286,Male,44,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,0,Yes,11,3,0,Lab,LAB,M,LAB1286M
1288,Male,92,Manager,manager,Manager,1,2.5,1,No,14,3,14,Man,MAN,M,MAN1288M
1289,Male,56,Human Resources,human resources,Human Resources,2,5,4,No,11,3,1,Hum,HUM,M,HUM1289M
1291,Male,66,Research Scientist,research scientist,Research Scientist,3,7.5,0,Yes,14,3,2,Res,RES,M,RES1291M
1292,Female,78,Research Scientist,research scientist,Research Scientist,2,5,6,Yes,16,3,0,Res,RES,F,RES1292F
1293,Female,56,Sales Executive,sales executive,Sales Executive,4,10,3,No,14,3,15,Sal,SAL,F,SAL1293F
1294,Female,53,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,9,Yes,11,3,5,Man,MAN,F,MAN1294F
1295,Female,73,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,1,No,11,3,0,Hea,HEA,F,HEA1295F
1296,Male,52,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,Yes,12,3,2,Lab,LAB,M,LAB1296M
1297,Female,40,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,0,No,14,3,7,Lab,LAB,F,LAB1297F
1298,Female,72,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,7,Yes,18,3,1,Man,MAN,F,MAN1298F
1299,Female,39,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,3,Yes,13,3,7,Lab,LAB,F,LAB1299F
1301,Male,84,Research Scientist,research scientist,Research Scientist,1,2.5,2,No,11,3,1,Res,RES,M,RES1301M
1303,Female,40,Research Scientist,research scientist,Research Scientist,2,5,1,No,18,3,2,Res,RES,F,RES1303F
1304,Male,56,Sales Executive,sales executive,Sales Executive,4,10,1,No,15,3,0,Sal,SAL,M,SAL1304M
1306,Female,83,Manager,manager,Manager,2,5,3,No,22,4,0,Man,MAN,F,MAN1306F
1307,Female,94,Manager,manager,Manager,2,5,6,Yes,13,3,15,Man,MAN,F,MAN1307F
1308,Male,88,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,12,3,2,Res,RES,M,RES1308M
1309,Male,79,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,18,3,1,Lab,LAB,M,LAB1309M
1310,Male,93,Research Scientist,research scientist,Research Scientist,1,2.5,0,No,13,3,0,Res,RES,M,RES1310M
1311,Female,48,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,0,No,12,3,6,Lab,LAB,F,LAB1311F
1312,Female,63,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,3,No,12,3,1,Hea,HEA,F,HEA1312F
1314,Female,44,Human Resources,human resources,Human Resources,1,2.5,6,No,12,3,5,Hum,HUM,F,HUM1314F
1315,Female,55,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,0,No,11,3,7,Lab,LAB,F,LAB1315F
1317,Female,43,Research Director,research director,Research Leader,1,2.5,4,Yes,11,3,1,Res,RES,F,RES1317F
1318,Male,57,Sales Executive,sales executive,Sales Executive,2,5,2,Yes,12,3,1,Sal,SAL,M,SAL1318M
1319,Male,64,Sales Executive,sales executive,Sales Executive,2,5,9,Yes,19,3,7,Sal,SAL,M,SAL1319M
